afc_id	class	pathway	superclass
AFC000862	Dipeptides	Amino acids and Peptides	Small peptides
AFC000863	Oxygenated hydrocarbons	Fatty acids	Fatty acyls
AFC000864	Carotenoids (C40, β-ε)	Terpenoids	Carotenoids (C40)
AFC000865
AFC000866	Simple phenolic acids	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)
AFC000867	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC000868	Polyamines	Alkaloids	Ornithine alkaloids
AFC000869	Sphingoid bases	Fatty acids	Spingolipids
AFC000870	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC000871	Alkaloids
AFC000872	Isoprostanes;Prostaglandins	Fatty acids	Eicosanoids
AFC000873	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000874	Gibberellins	Terpenoids	Diterpenoids
AFC000875	Dicarboxylic acids	Fatty acids	Fatty Acids and Conjugates
AFC000876	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000877	12-oxophytodienoic acid metabolites	Fatty acids	Octadecanoids
AFC000878	Bactoprenols	Terpenoids	Polyprenols
AFC000879	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC000880	Phytane diterpenoids	Terpenoids	Diterpenoids
AFC000881	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC000882	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC000883	Unsaturated fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC000884	Gibberellins	Terpenoids	Diterpenoids
AFC000886	Dicarboxylic acids	Fatty acids	Fatty Acids and Conjugates
AFC000887	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000888	Dicarboxylic acids	Fatty acids	Fatty Acids and Conjugates
AFC000889	Branched fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC000890	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000891	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000892	Cinnamic acid amides	Amino acids and Peptides;Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000893	Fatty aldehydes	Fatty acids	Fatty acyls
AFC000894	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000895	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000896	Isoflavones	Shikimates and Phenylpropanoids	Isoflavonoids
AFC000897	Simple coumarins	Shikimates and Phenylpropanoids	Coumarins
AFC000898	Purine alkaloids	Alkaloids	Pseudoalkaloids (transamidation)
AFC000899	Acyclic triterpenoids	Terpenoids	Triterpenoids
AFC000900	Farnesane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC000901	Gibberellins	Terpenoids	Diterpenoids
AFC000902	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC000903	Bactoprenols	Terpenoids	Polyprenols
AFC000904	Bactoprenols	Terpenoids	Polyprenols
AFC000905	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC000906	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC000907	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC000908	Carotenoids (C40, Ψ-Ψ)	Terpenoids	Carotenoids (C40)
AFC000909	Carotenoids (C40, Ψ-Ψ)	Terpenoids	Carotenoids (C40)
AFC000910	Carotenoids (C40, Ψ-Ψ)	Terpenoids	Carotenoids (C40)
AFC000911	Carotenoids (C40, β-Ψ)	Terpenoids	Carotenoids (C40)
AFC000912	Stigmastane steroids	Terpenoids	Steroids
AFC000913	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000914	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC000915	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC000916	Prenyl quinone meroterpenoids	Terpenoids	Meroterpenoids
AFC000917	Prenyl quinone meroterpenoids	Terpenoids	Meroterpenoids
AFC000918	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC000919	Alkaloids
AFC000920	Labdane diterpenoids	Terpenoids	Diterpenoids
AFC000921	Carotenoids (C40, β-β)	Terpenoids	Carotenoids (C40)
AFC000922	Unsaturated fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC000923	Chalcones	Shikimates and Phenylpropanoids	Flavonoids
AFC000924	Unsaturated fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC000925	Unsaturated fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC000926	Jasmonic acids	Fatty acids	Octadecanoids
AFC000927	Fatty alcohols	Fatty acids	Fatty acyls
AFC000928	Fatty aldehydes	Fatty acids	Fatty acyls
AFC000929	Carotenoids (C40, β-β)	Terpenoids	Carotenoids (C40)
AFC000930	Carotenoids (C40, ε-Ψ)	Terpenoids	Carotenoids (C40)
AFC000931	Carotenoids (C40, β-ε)	Terpenoids	Carotenoids (C40)
AFC000932	Carotenoids (C40, β-β)	Terpenoids	Carotenoids (C40)
AFC000933	Carotenoids (C40, ε-ε)	Terpenoids	Carotenoids (C40)
AFC000934	Carotenoids (C40, β-ε)	Terpenoids	Carotenoids (C40)
AFC000935	Carotenoids (C40, β-β)	Terpenoids	Carotenoids (C40)
AFC000936	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC000937	Cucurbitane triterpenoids;Lanostane, Tirucallane and Euphane triterpenoids	Terpenoids	Triterpenoids
AFC000938	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC000939	Stigmastane steroids	Terpenoids	Steroids
AFC000940	Cholestane steroids;Ergostane steroids	Terpenoids	Steroids
AFC000941	Stigmastane steroids	Terpenoids	Steroids
AFC000942	Farnesane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC000943	Farnesane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC000944	Germacrane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC000945	Humulane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC000946	Farnesane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC000947	Apocarotenoids(ε-)	Terpenoids	Apocarotenoids
AFC000948	Acyclic monoterpenoids	Terpenoids	Monoterpenoids
AFC000949	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC000950	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC000951	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC000952	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000953	Catechols with side chains	Polyketides	Aromatic polyketides
AFC000954	Catechols with side chains	Polyketides	Aromatic polyketides
AFC000955	N-acyl ethanolamines (endocannabinoids)	Fatty acids	Fatty amides
AFC000956	Gibberellins	Terpenoids	Diterpenoids
AFC000957	Gibberellins	Terpenoids	Diterpenoids
AFC000958	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000959	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC000960	Apocarotenoids(ε-)	Terpenoids	Apocarotenoids
AFC000963	Apocarotenoids (β-)	Terpenoids	Apocarotenoids
AFC000964	Apocarotenoids(ε-)	Terpenoids	Apocarotenoids
AFC000965	Apocarotenoids (β-)	Terpenoids	Apocarotenoids
AFC000966	Apocarotenoids (β-)	Terpenoids	Apocarotenoids
AFC000967	Prenyl quinone meroterpenoids	Terpenoids	Meroterpenoids
AFC000968	Unsaturated fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC000969	Unsaturated fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC000970	Fatty aldehydes	Fatty acids	Fatty acyls
AFC000971	Fatty aldehydes	Fatty acids	Fatty acyls
AFC000972	Fatty aldehydes	Fatty acids	Fatty acyls
AFC000973	Fatty aldehydes	Fatty acids	Fatty acyls
AFC000974	Fatty aldehydes	Fatty acids	Fatty acyls
AFC000975	Fatty aldehydes	Fatty acids	Fatty acyls
AFC000976	Fatty aldehydes	Fatty acids	Fatty acyls
AFC000977	Fatty aldehydes	Fatty acids	Fatty acyls
AFC000978	Primary amides	Fatty acids	Fatty amides
AFC000979	Prenyl quinone meroterpenoids	Terpenoids	Meroterpenoids
AFC000981	Cholestane steroids;Ergostane steroids;Stigmastane steroids	Terpenoids	Steroids
AFC000982	Ergostane steroids;Stigmastane steroids	Terpenoids	Steroids
AFC000983	Ergostane steroids;Stigmastane steroids	Terpenoids	Steroids
AFC000985	Ergostane steroids	Terpenoids	Steroids
AFC000987	Purine alkaloids	Alkaloids	Pseudoalkaloids (transamidation)
AFC000989	Cyclitols	Carbohydrates	Polyols
AFC000991	Fatty alcohols;Hydroxy fatty acids	Fatty acids	Fatty Acids and Conjugates;Fatty acyls
AFC000992	Fatty acids
AFC000993	Monosaccharides	Carbohydrates	Saccharides
AFC000995	Oxo fatty acids;Unsaturated fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC000996	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000997	Cinnamic acid amides	Amino acids and Peptides;Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC000998	Acorane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC000999
AFC001000	Fatty alcohols	Fatty acids	Fatty acyls
AFC001001	Simple coumarins	Shikimates and Phenylpropanoids	Coumarins
AFC001002	Fatty alcohols	Fatty acids	Fatty acyls
AFC001005	Stigmastane steroids	Terpenoids	Steroids
AFC001006	Acyl phloroglucinols	Polyketides	Phloroglucinols
AFC001007	Apocarotenoids (β-)	Terpenoids	Apocarotenoids
AFC001008	Fatty aldehydes	Fatty acids	Fatty acyls
AFC001009	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC001010	Caryophyllane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001017	Fatty alcohols	Fatty acids	Fatty acyls
AFC001019	Fatty aldehydes	Fatty acids	Fatty acyls
AFC001020	Fatty alcohols	Fatty acids	Fatty acyls
AFC001022	Fatty alcohols	Fatty acids	Fatty acyls
AFC001023	Fatty aldehydes	Fatty acids	Fatty acyls
AFC001024	Fatty alcohols	Fatty acids	Fatty acyls
AFC001026	Fatty alcohols	Fatty acids	Fatty acyls
AFC001027	Fatty alcohols	Fatty acids	Fatty acyls
AFC001028	Oxygenated hydrocarbons	Fatty acids	Fatty acyls
AFC001029	Acyclic triterpenoids	Terpenoids	Triterpenoids
AFC001030	Branched fatty acids;Unsaturated fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC001031	Acyclic triterpenoids	Terpenoids	Triterpenoids
AFC001033	Jasmonic acids;Prenyl quinone meroterpenoids	Fatty acids;Terpenoids	Octadecanoids;Meroterpenoids
AFC001034	Fatty acids
AFC001035	Simple indole alkaloids	Alkaloids	Tryptophan alkaloids
AFC001036	Prenyl quinone meroterpenoids	Terpenoids	Meroterpenoids
AFC001037	Cinnamic acid amides	Amino acids and Peptides;Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001038	Apocarotenoids(ε-)	Terpenoids	Apocarotenoids
AFC001039
AFC001040	Gibberellins	Terpenoids	Diterpenoids
AFC001041	Alkaloids
AFC001043	Cholestane steroids	Terpenoids	Steroids
AFC001047
AFC001049	Gibberellins	Terpenoids	Diterpenoids
AFC001050	Purine nucleotides;Pyrimidine nucleotides	Carbohydrates	Nucleosides
AFC001051
AFC001052	Purine alkaloids	Alkaloids	Pseudoalkaloids (transamidation)
AFC001053
AFC001054	Monosaccharides	Carbohydrates	Saccharides
AFC001055	Dipeptides	Amino acids and Peptides	Small peptides
AFC001056	Gibberellins	Terpenoids	Diterpenoids
AFC001057
AFC001058	Amino acids and Peptides
AFC001059
AFC001060	Fatty aldehydes	Fatty acids	Fatty acyls
AFC001061	Gibberellins	Terpenoids	Diterpenoids
AFC001062	Hydrocarbons	Fatty acids	Fatty acyls
AFC001063	Hydrocarbons	Fatty acids	Fatty acyls
AFC001065
AFC001066	Fatty acids
AFC001067	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001069	Branched fatty acids;Dicarboxylic acids;Oxo fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC001072	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC001073	Monosaccharides	Carbohydrates	Saccharides
AFC001074	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC001075	Terpenoids	Sesquiterpenoids
AFC001076	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001077	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001079	Glycerophosphoglycerophosphoglycerols	Fatty acids	Glycerophospholipids
AFC001080	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001081	Iridoids monoterpenoids	Terpenoids	Monoterpenoids
AFC001083	Aminoacids	Amino acids and Peptides	Small peptides
AFC001085	Oxygenated hydrocarbons	Fatty acids	Fatty acyls
AFC001087	Monosaccharides	Carbohydrates	Saccharides
AFC001091	Oxygenated hydrocarbons	Fatty acids	Fatty acyls
AFC001092	Fatty aldehydes	Fatty acids	Fatty acyls
AFC001093	Fatty aldehydes	Fatty acids	Fatty acyls
AFC001094	Fatty alcohols	Fatty acids	Fatty acyls
AFC001095	Carotenoids (C40, Ψ-Ψ)	Terpenoids	Carotenoids (C40)
AFC001096	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001098	Iridoids monoterpenoids	Terpenoids	Monoterpenoids
AFC001099	Purine alkaloids;Purine nucleosides	Alkaloids;Carbohydrates	Pseudoalkaloids (transamidation);Nucleosides
AFC001101	Alkaloids
AFC001102	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001103	Prenyl quinone meroterpenoids	Terpenoids	Meroterpenoids
AFC001104	Acyl phloroglucinols;Polyprenylated cyclic polyketides (Hop meroterpenoids);Prenylated,geranylated phloroglucinols	Polyketides	Meroterpenoids;Phloroglucinols
AFC001105	Cholestane steroids	Terpenoids	Steroids
AFC001107	Chalcones	Shikimates and Phenylpropanoids	Flavonoids
AFC001108	Monosaccharides	Carbohydrates	Saccharides
AFC001109	Stigmastane steroids	Terpenoids	Steroids
AFC001110	Aminosugars	Carbohydrates	Aminosugars and aminoglycosides
AFC001112	Fatty acids
AFC001113
AFC001115	Prenyl quinone meroterpenoids	Terpenoids	Meroterpenoids
AFC001116	Elemane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001118	Flavanones	Shikimates and Phenylpropanoids	Flavonoids
AFC001120	Oxo fatty acids;Oxygenated hydrocarbons	Fatty acids	Fatty Acids and Conjugates;Fatty acyls
AFC001122	Fatty acids
AFC001125	Jasmonic acids	Fatty acids	Octadecanoids
AFC001126	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001127	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001128	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001129	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001130
AFC001131	Fatty aldehydes	Fatty acids	Fatty acyls
AFC001133	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001134	Fatty acids
AFC001135	Ergostane steroids;Stigmastane steroids	Terpenoids	Steroids
AFC001136
AFC001138	Oxo fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC001139	Aminosugars	Carbohydrates	Aminosugars and aminoglycosides
AFC001140	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001141	Oleanane triterpenoids	Terpenoids	Triterpenoids
AFC001142	Aminoacids	Amino acids and Peptides	Small peptides
AFC001143	Cholestane steroids	Terpenoids	Steroids
AFC001145	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001146	Bisabolane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001148	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001149
AFC001150	Chalcones	Shikimates and Phenylpropanoids	Flavonoids
AFC001151	Fatty acids
AFC001152	Carboline alkaloids	Alkaloids	Tryptophan alkaloids
AFC001153	Disaccharides	Carbohydrates	Saccharides
AFC001154	Gibberellins	Terpenoids	Diterpenoids
AFC001155	Ergostane steroids	Terpenoids	Steroids
AFC001156	Carotenoids (C40, Ψ-Ψ)	Terpenoids	Carotenoids (C40)
AFC001157	Purine nucleotides;Pyrimidine nucleotides	Carbohydrates	Nucleosides
AFC001158	Fatty aldehydes	Fatty acids	Fatty acyls
AFC001159	Cuparane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001160	Ergostane steroids	Terpenoids	Steroids
AFC001161	Bisabolane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001162	Monosaccharides	Carbohydrates	Saccharides
AFC001163	Thujopsane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001164	Fatty aldehydes	Fatty acids	Fatty acyls
AFC001165	Purine nucleotides	Carbohydrates	Nucleosides
AFC001166	Prenyl quinone meroterpenoids	Terpenoids	Meroterpenoids
AFC001167	Carbohydrates	Saccharides
AFC001171	Multiflorane triterpenoids	Terpenoids	Triterpenoids
AFC001172	Monosaccharides	Carbohydrates	Saccharides
AFC001174	Iridoids monoterpenoids	Terpenoids	Monoterpenoids
AFC001175	Linear sesterterpenoids;Prenyl quinone meroterpenoids	Terpenoids	Sesterterpenoids;Meroterpenoids
AFC001176	Alkaloids
AFC001177	Kaurane and Phyllocladane diterpenoids;Podocarpane diterpenoids	Terpenoids	Diterpenoids
AFC001178	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001179	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001180	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001181	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001182	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001183	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001185	Aminosugars	Carbohydrates	Aminosugars and aminoglycosides
AFC001186	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001187	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001188	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001189	Simple phenolic acids	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)
AFC001190	Carbohydrates
AFC001191	Purine nucleotides;Pyrimidine nucleotides	Carbohydrates	Nucleosides
AFC001192	Cholestane steroids	Terpenoids	Steroids
AFC001193	Prenyl quinone meroterpenoids	Terpenoids	Meroterpenoids
AFC001194	Bisabolane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001195	Chamigrane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001196	Cuparane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001198	Kaurane and Phyllocladane diterpenoids	Terpenoids	Diterpenoids
AFC001199	Bisabolane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001200	Fatty alcohols	Fatty acids	Fatty acyls
AFC001202	Stigmastane steroids	Terpenoids	Steroids
AFC001203	Acyl phloroglucinols;Prenylated,geranylated phloroglucinols	Polyketides	Phloroglucinols
AFC001204	Polysaccharides	Carbohydrates	Saccharides
AFC001205	Simple indole alkaloids	Alkaloids	Tryptophan alkaloids
AFC001206
AFC001207	Oleanane triterpenoids	Terpenoids	Triterpenoids
AFC001208	Oleanane triterpenoids	Terpenoids	Triterpenoids
AFC001209	Cholestane steroids;Ergostane steroids	Terpenoids	Steroids
AFC001210	Phenylethanoids	Shikimates and Phenylpropanoids	Phenylethanoids (C6-C2)
AFC001211	Fatty aldehydes	Fatty acids	Fatty acyls
AFC001212	Polysaccharides	Carbohydrates	Saccharides
AFC001213	Unsaturated fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC001216	Gymnomitrane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001217	Hydroxy fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC001218	Alkaloids	Tryptophan alkaloids
AFC001219	Gymnomitrane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001220	Oleanane triterpenoids	Terpenoids	Triterpenoids
AFC001221	Glucosinolates	Amino acids and Peptides	Amino acid glycosides
AFC001222	Gibberellins	Terpenoids	Diterpenoids
AFC001223
AFC001225	Phytane diterpenoids	Terpenoids	Diterpenoids
AFC001226	Gibberellins	Terpenoids	Diterpenoids
AFC001227	Ergostane steroids	Terpenoids	Steroids
AFC001228	Cuparane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001229	Gibberellins	Terpenoids	Diterpenoids
AFC001230	Monosaccharides	Carbohydrates	Saccharides
AFC001231	Shikimates and Phenylpropanoids
AFC001233	Lanostane, Tirucallane and Euphane triterpenoids	Terpenoids	Triterpenoids
AFC001234	Lanostane, Tirucallane and Euphane triterpenoids	Terpenoids	Triterpenoids
AFC001235	Multiflorane triterpenoids	Terpenoids	Triterpenoids
AFC001236	Alkaloids
AFC001237	Monosaccharides	Carbohydrates	Saccharides
AFC001238	Terpenoids
AFC001239	Farnesane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001241	Disaccharides	Carbohydrates	Saccharides
AFC001242	Disaccharides	Carbohydrates	Saccharides
AFC001243	Purine nucleotides;Pyrimidine nucleotides	Carbohydrates	Nucleosides
AFC001246	Aminosugars	Carbohydrates	Aminosugars and aminoglycosides
AFC001248	Fatty alcohols	Fatty acids	Fatty acyls
AFC001249	Fatty alcohols	Fatty acids	Fatty acyls
AFC001250	Aminosugars	Carbohydrates	Aminosugars and aminoglycosides
AFC001251	Oxygenated hydrocarbons	Fatty acids	Fatty acyls
AFC001253	Other Octadecanoids	Fatty acids	Octadecanoids
AFC001254	Cyclitols	Carbohydrates	Polyols
AFC001255	Lanostane, Tirucallane and Euphane triterpenoids	Terpenoids	Triterpenoids
AFC001256	Monosaccharides	Carbohydrates	Saccharides
AFC001257	Monosaccharides	Carbohydrates	Saccharides
AFC001258	Monosaccharides	Carbohydrates	Saccharides
AFC001259
AFC001260	Cycloartane triterpenoids;Ergostane steroids	Terpenoids	Triterpenoids;Steroids
AFC001261	Fatty acids
AFC001262	Monosaccharides	Carbohydrates	Saccharides
AFC001263	Carbohydrates
AFC001264	Fatty alcohols	Fatty acids	Fatty acyls
AFC001265	Hydrocarbons	Fatty acids	Fatty acyls
AFC001266	Fatty acids
AFC001267	Cholestane steroids	Terpenoids	Steroids
AFC001268	Lanostane, Tirucallane and Euphane triterpenoids	Terpenoids	Triterpenoids
AFC001269	Lanostane, Tirucallane and Euphane triterpenoids	Terpenoids	Triterpenoids
AFC001270	Lanostane, Tirucallane and Euphane triterpenoids	Terpenoids	Triterpenoids
AFC001271	Cholestane steroids	Terpenoids	Steroids
AFC001272	Cholestane steroids;Lanostane, Tirucallane and Euphane triterpenoids	Terpenoids	Triterpenoids;Steroids
AFC001273	Cholestane steroids	Terpenoids	Steroids
AFC001274	Cholestane steroids	Terpenoids	Steroids
AFC001275	Cholestane steroids	Terpenoids	Steroids
AFC001277
AFC001278	Aminoacids	Amino acids and Peptides	Small peptides
AFC001279	Carbohydrates
AFC001280	Aminoacids	Amino acids and Peptides	Small peptides
AFC001281	Aminoacids;Dipeptides	Amino acids and Peptides	Small peptides
AFC001282	Alkaloids
AFC001283	Stigmastane steroids	Terpenoids	Steroids
AFC001285	Isoflavanones	Shikimates and Phenylpropanoids	Isoflavonoids
AFC001286	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001287	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001288	Fatty acyl CoAs	Fatty acids	Fatty esters
AFC001290	Purine alkaloids	Alkaloids	Pseudoalkaloids (transamidation)
AFC001292
AFC001294	Apocarotenoids(ε-)	Terpenoids	Apocarotenoids
AFC001295
AFC001296	Purine nucleotides	Carbohydrates	Nucleosides
AFC001297	Purine nucleotides	Carbohydrates	Nucleosides
AFC001298	Prenyl quinone meroterpenoids	Terpenoids	Meroterpenoids
AFC001299	Kaurane and Phyllocladane diterpenoids	Terpenoids	Diterpenoids
AFC001302	Kaurane and Phyllocladane diterpenoids	Terpenoids	Diterpenoids
AFC001303	Quinoline alkaloids	Alkaloids	Anthranilic acid alkaloids
AFC001304	Gibberellins	Terpenoids	Diterpenoids
AFC001305	Pyrimidine nucleotides	Carbohydrates	Nucleosides
AFC001306	Cyclitols	Carbohydrates	Polyols
